"respondent_id","district","poll_id","w_lv","w_rv","birthright_citizenship","check_or_support"
14672,"il06","il06-3",1.0527,0.6323,NA,NA
14673,"il06","il06-3",0.631,1.42,NA,NA
14674,"il06","il06-3",0.8949,0.5338,NA,NA
14675,"il06","il06-3",0.3939,0.7181,NA,NA
14676,"il06","il06-3",0.6927,0.3745,NA,NA
14677,"il06","il06-3",0.7946,0.4031,NA,NA
14678,"il06","il06-3",1.2821,2.1767,NA,NA
14679,"il06","il06-3",1.218,0.8223,NA,NA
14680,"il06","il06-3",1.1512,0.983,NA,NA
14681,"il06","il06-3",0.58,0.4134,NA,NA
14682,"il06","il06-3",0.882,0.4559,NA,NA
14683,"il06","il06-3",0.9132,1.8733,NA,NA
14684,"il06","il06-3",0.7555,0.5352,NA,NA
14685,"il06","il06-3",1.2722,2.4593,NA,NA
14686,"il06","il06-3",0.8203,0.6869,NA,NA
14687,"il06","il06-3",0.9167,0.5744,NA,NA
14688,"il06","il06-3",0.7111,0.5197,NA,NA
14689,"il06","il06-3",0.7201,0.8926,NA,NA
14690,"il06","il06-3",1.132,0.8372,NA,NA
14691,"il06","il06-3",0.7739,0.6364,NA,NA
14692,"il06","il06-3",0.64,1.1389,NA,NA
14693,"il06","il06-3",1.2377,0.6546,NA,NA
14694,"il06","il06-3",1.0175,0.6261,NA,NA
14695,"il06","il06-3",1.1843,0.8147,NA,NA
14696,"il06","il06-3",0.7929,0.6795,NA,NA
14697,"il06","il06-3",0.9839,0.733,NA,NA
14698,"il06","il06-3",0.7816,0.5337,NA,NA
14699,"il06","il06-3",0.8679,0.7417,NA,NA
14700,"il06","il06-3",0.5373,0.8461,NA,NA
14701,"il06","il06-3",1.2269,0.8817,NA,NA
14702,"il06","il06-3",0.7524,0.6897,NA,NA
14703,"il06","il06-3",1.4626,1.0912,NA,NA
14704,"il06","il06-3",1.3706,0.7585,NA,NA
14705,"il06","il06-3",1.5504,1.1072,NA,NA
14706,"il06","il06-3",1.0699,0.6645,NA,NA
14707,"il06","il06-3",1.4332,0.9298,NA,NA
14708,"il06","il06-3",0.7899,0.4206,NA,NA
14709,"il06","il06-3",1.5571,1.3879,NA,NA
14710,"il06","il06-3",0.8083,1.7327,NA,NA
14711,"il06","il06-3",1.4713,1.1118,NA,NA
14712,"il06","il06-3",1.5504,1.1323,NA,NA
14713,"il06","il06-3",0.6688,1.716,NA,NA
14714,"il06","il06-3",0.9167,0.5883,NA,NA
14715,"il06","il06-3",1.2135,1.109,NA,NA
14716,"il06","il06-3",0.8751,1.8767,NA,NA
14717,"il06","il06-3",1.3762,6.5878,NA,NA
14718,"il06","il06-3",1.3706,0.7585,NA,NA
14719,"il06","il06-3",1.1509,0.6911,NA,NA
14720,"il06","il06-3",1.77,1.3906,NA,NA
14721,"il06","il06-3",0.6208,1.3248,NA,NA
14722,"il06","il06-3",0.9071,0.4601,NA,NA
14723,"il06","il06-3",1.1254,0.8165,NA,NA
14724,"il06","il06-3",0.9662,1.1438,NA,NA
14725,"il06","il06-3",0.488,0.3129,NA,NA
14726,"il06","il06-3",0.7726,0.4306,NA,NA
14727,"il06","il06-3",0.6806,0.4733,NA,NA
14728,"il06","il06-3",0.8203,0.6767,NA,NA
14729,"il06","il06-3",0.9884,0.639,NA,NA
14730,"il06","il06-3",0.7739,0.6508,NA,NA
14731,"il06","il06-3",0.3839,0.2542,NA,NA
14732,"il06","il06-3",0.4872,0.3146,NA,NA
14733,"il06","il06-3",1.0947,0.6569,NA,NA
14734,"il06","il06-3",1.0021,0.6779,NA,NA
14735,"il06","il06-3",1.448,0.8438,NA,NA
14736,"il06","il06-3",0.9221,0.5613,NA,NA
14737,"il06","il06-3",0.9132,1.9723,NA,NA
14738,"il06","il06-3",1.0494,0.9537,NA,NA
14739,"il06","il06-3",0.6955,0.5182,NA,NA
14740,"il06","il06-3",1.1843,0.8405,NA,NA
14741,"il06","il06-3",0.9234,1.3076,NA,NA
14742,"il06","il06-3",0.4861,0.3339,NA,NA
14743,"il06","il06-3",0.5832,1.1688,NA,NA
14744,"il06","il06-3",1.4713,1.0888,NA,NA
14745,"il06","il06-3",1.3931,1.4754,NA,NA
14746,"il06","il06-3",0.7739,0.6666,NA,NA
14747,"il06","il06-3",0.8035,4.1615,NA,NA
14748,"il06","il06-3",0.9701,0.769,NA,NA
14749,"il06","il06-3",1.1605,0.9313,NA,NA
14750,"il06","il06-3",0.4707,0.3151,NA,NA
14751,"il06","il06-3",0.8083,1.3215,NA,NA
14752,"il06","il06-3",1.4933,1.5089,NA,NA
14753,"il06","il06-3",0.7605,0.4636,NA,NA
14754,"il06","il06-3",0.7538,0.5424,NA,NA
14755,"il06","il06-3",1.1259,0.663,NA,NA
14756,"il06","il06-3",0.8473,0.4581,NA,NA
14757,"il06","il06-3",1.0699,0.6707,NA,NA
14758,"il06","il06-3",0.7183,0.3622,NA,NA
14759,"il06","il06-3",1.1325,0.655,NA,NA
14760,"il06","il06-3",0.8663,0.5318,NA,NA
14761,"il06","il06-3",1.025,0.6187,NA,NA
14762,"il06","il06-3",0.7728,0.3914,NA,NA
14763,"il06","il06-3",0.8779,0.8132,NA,NA
14764,"il06","il06-3",0.9203,0.5388,NA,NA
14765,"il06","il06-3",1.1673,0.6584,NA,NA
14766,"il06","il06-3",0.8679,0.9177,NA,NA
14767,"il06","il06-3",0.532,0.4108,NA,NA
14768,"il06","il06-3",1.3282,0.9048,NA,NA
14769,"il06","il06-3",0.9513,1.4962,NA,NA
14770,"il06","il06-3",0.9221,0.5613,NA,NA
14771,"il06","il06-3",1.9347,1.4973,NA,NA
14772,"il06","il06-3",1.4417,0.8819,NA,NA
14773,"il06","il06-3",0.9427,0.7444,NA,NA
14774,"il06","il06-3",1.2281,0.796,NA,NA
14775,"il06","il06-3",0.7452,0.4022,NA,NA
14776,"il06","il06-3",0.6054,0.4166,NA,NA
14777,"il06","il06-3",1.2297,3.405,NA,NA
14778,"il06","il06-3",0.4726,0.3486,NA,NA
14779,"il06","il06-3",1.3352,0.8921,NA,NA
14780,"il06","il06-3",0.5957,0.5032,NA,NA
14781,"il06","il06-3",1.1138,0.6239,NA,NA
14782,"il06","il06-3",0.8768,0.4615,NA,NA
14783,"il06","il06-3",0.8714,0.4901,NA,NA
14784,"il06","il06-3",1.1655,1.0105,NA,NA
14785,"il06","il06-3",1.3356,1.2364,NA,NA
14786,"il06","il06-3",1.1008,0.7647,NA,NA
14787,"il06","il06-3",0.8913,0.6359,NA,NA
14788,"il06","il06-3",0.6775,0.3643,NA,NA
14789,"il06","il06-3",0.864,1.6334,NA,NA
14790,"il06","il06-3",1.3248,0.7795,NA,NA
14791,"il06","il06-3",1.1012,0.6489,NA,NA
14792,"il06","il06-3",0.7099,0.5268,NA,NA
14793,"il06","il06-3",0.9002,0.5468,NA,NA
14794,"il06","il06-3",0.8389,0.6932,NA,NA
14795,"il06","il06-3",0.76,0.584,NA,NA
14796,"il06","il06-3",1.0699,0.6645,NA,NA
14797,"il06","il06-3",1.1233,0.6941,NA,NA
14798,"il06","il06-3",1.0556,1.0342,NA,NA
14799,"il06","il06-3",0.8286,1.9489,NA,NA
14800,"il06","il06-3",1.3248,0.7607,NA,NA
14801,"il06","il06-3",0.5183,0.5383,NA,NA
14802,"il06","il06-3",0.6459,0.4608,NA,NA
14803,"il06","il06-3",1.3464,2.1781,NA,NA
14804,"il06","il06-3",0.9389,1.0009,NA,NA
14805,"il06","il06-3",1.6155,1.8253,NA,NA
14806,"il06","il06-3",0.9068,4.9613,NA,NA
14807,"il06","il06-3",1.043,0.75,NA,NA
14808,"il06","il06-3",0.9389,0.8783,NA,NA
14809,"il06","il06-3",0.5204,0.2753,NA,NA
14810,"il06","il06-3",1.1837,0.8241,NA,NA
14811,"il06","il06-3",0.6806,0.4733,NA,NA
14812,"il06","il06-3",0.5608,0.2945,NA,NA
14813,"il06","il06-3",0.628,0.458,NA,NA
14814,"il06","il06-3",1.4332,0.8927,NA,NA
14815,"il06","il06-3",1.4827,0.972,NA,NA
14816,"il06","il06-3",1.1321,0.761,NA,NA
14817,"il06","il06-3",1.2346,1.0262,NA,NA
14818,"il06","il06-3",1.5043,1.1015,NA,NA
14819,"il06","il06-3",0.9002,0.5273,NA,NA
14820,"il06","il06-3",0.8614,0.7098,NA,NA
14821,"il06","il06-3",1.3904,0.8847,NA,NA
14822,"il06","il06-3",0.7574,0.6402,NA,NA
14823,"il06","il06-3",0.8473,0.4581,NA,NA
14824,"il06","il06-3",1.3837,2.359,NA,NA
14825,"il06","il06-3",1.1382,2.1513,NA,NA
14826,"il06","il06-3",0.76,0.5654,NA,NA
14827,"il06","il06-3",1.1673,0.6584,NA,NA
14828,"il06","il06-3",0.7625,1.9753,NA,NA
14829,"il06","il06-3",0.7864,0.5219,NA,NA
14830,"il06","il06-3",1.142,0.7178,NA,NA
14831,"il06","il06-3",1.8811,1.541,NA,NA
14832,"il06","il06-3",0.9258,0.5322,NA,NA
14833,"il06","il06-3",0.6822,2.0585,NA,NA
14834,"il06","il06-3",0.8203,0.6685,NA,NA
14835,"il06","il06-3",0.9771,1.5726,NA,NA
14836,"il06","il06-3",0.8249,5.0253,NA,NA
14837,"il06","il06-3",0.8473,0.4581,NA,NA
14838,"il06","il06-3",0.6421,0.4665,NA,NA
14839,"il06","il06-3",1.1482,0.9358,NA,NA
14840,"il06","il06-3",1.3617,3.0953,NA,NA
14841,"il06","il06-3",0.7149,1.0381,NA,NA
14842,"il06","il06-3",1.2797,1.7941,NA,NA
14843,"il06","il06-3",0.9166,0.924,NA,NA
14844,"il06","il06-3",1.1325,0.655,NA,NA
14845,"il06","il06-3",1.1673,0.7355,NA,NA
14846,"il06","il06-3",1.2203,1.4622,NA,NA
14847,"il06","il06-3",0.8332,0.4679,NA,NA
14848,"il06","il06-3",1.3625,0.7678,NA,NA
14849,"il06","il06-3",1.5504,1.1495,NA,NA
14850,"il06","il06-3",1.0337,0.7326,NA,NA
14851,"il06","il06-3",0.6243,0.4622,NA,NA
14852,"il06","il06-3",0.6512,0.4867,NA,NA
14853,"il06","il06-3",0.7066,0.5599,NA,NA
14854,"il06","il06-3",0.7058,1.2571,NA,NA
14855,"il06","il06-3",0.9701,0.769,NA,NA
14856,"il06","il06-3",1.7759,1.4319,NA,NA
14857,"il06","il06-3",0.8834,0.6593,NA,NA
14858,"il06","il06-3",1.7746,1.4515,NA,NA
14859,"il06","il06-3",0.7246,0.3985,NA,NA
14860,"il06","il06-3",1.7759,1.937,NA,NA
14861,"il06","il06-3",1.4272,6.4103,NA,NA
14862,"il06","il06-3",0.7782,1.9576,NA,NA
14863,"il06","il06-3",1.088,0.9534,NA,NA
14864,"il06","il06-3",0.7908,1.5906,NA,NA
14865,"il06","il06-3",0.9389,0.8543,NA,NA
14866,"il06","il06-3",1.2,0.8441,NA,NA
14867,"il06","il06-3",0.8288,0.4752,NA,NA
14868,"il06","il06-3",1.4416,0.9669,NA,NA
14869,"il06","il06-3",0.9032,3.6172,NA,NA
14870,"il06","il06-3",1.5946,1.1175,NA,NA
14871,"il06","il06-3",0.9112,0.6607,NA,NA
14872,"il06","il06-3",0.7693,0.6798,NA,NA
14873,"il06","il06-3",0.7301,0.5429,NA,NA
14874,"il06","il06-3",0.9998,0.622,NA,NA
14875,"il06","il06-3",1.4686,1.4004,NA,NA
14876,"il06","il06-3",0.535,0.9913,NA,NA
14877,"il06","il06-3",1.2866,1.1901,NA,NA
14878,"il06","il06-3",0.7289,0.4202,NA,NA
14879,"il06","il06-3",0.7255,1.5027,NA,NA
14880,"il06","il06-3",0.8077,0.605,NA,NA
14881,"il06","il06-3",1.352,0.9263,NA,NA
14882,"il06","il06-3",0.7464,0.5795,NA,NA
14883,"il06","il06-3",0.6657,0.5229,NA,NA
14884,"il06","il06-3",1.3706,0.7637,NA,NA
14885,"il06","il06-3",0.8283,1.6949,NA,NA
14886,"il06","il06-3",1.1325,0.658,NA,NA
14887,"il06","il06-3",0.5373,0.825,NA,NA
14888,"il06","il06-3",1.0894,0.6283,NA,NA
14889,"il06","il06-3",0.6806,0.4733,NA,NA
14890,"il06","il06-3",0.9068,3.3894,NA,NA
14891,"il06","il06-3",0.6775,0.3644,NA,NA
14892,"il06","il06-3",0.5453,0.2783,NA,NA
14893,"il06","il06-3",0.5723,0.3363,NA,NA
14894,"il06","il06-3",0.7912,0.5838,NA,NA
14895,"il06","il06-3",0.8155,0.6829,NA,NA
14896,"il06","il06-3",0.8693,2.0788,NA,NA
14897,"il06","il06-3",0.5582,1.0318,NA,NA
14898,"il06","il06-3",0.7739,0.6633,NA,NA
14899,"il06","il06-3",0.4707,0.3275,NA,NA
14900,"il06","il06-3",0.9018,0.4658,NA,NA
14901,"il06","il06-3",0.8516,1.0488,NA,NA
14902,"il06","il06-3",0.93,0.8911,NA,NA
14903,"il06","il06-3",1.4626,1.1173,NA,NA
14904,"il06","il06-3",0.9839,0.7368,NA,NA
14905,"il06","il06-3",1.2086,1.4118,NA,NA
14906,"il06","il06-3",0.9628,1.809,NA,NA
14907,"il06","il06-3",1.2348,1.0942,NA,NA
14908,"il06","il06-3",0.7908,1.7227,NA,NA
14909,"il06","il06-3",0.7153,0.5296,NA,NA
14910,"il06","il06-3",1.7329,1.4748,NA,NA
14911,"il06","il06-3",0.8768,0.4844,NA,NA
14912,"il06","il06-3",0.6658,0.4539,NA,NA
14913,"il06","il06-3",0.7496,0.3976,NA,NA
14914,"il06","il06-3",0.7693,0.6684,NA,NA
14915,"il06","il06-3",1.4332,0.9434,NA,NA
14916,"il06","il06-3",1.0947,0.6569,NA,NA
14917,"il06","il06-3",1.1093,0.6865,NA,NA
14918,"il06","il06-3",0.8249,1.6248,NA,NA
14919,"il06","il06-3",0.8239,0.4538,NA,NA
14920,"il06","il06-3",1.5504,1.1246,NA,NA
14921,"il06","il06-3",1.2628,0.8165,NA,NA
14922,"il06","il06-3",0.8288,0.4483,NA,NA
14923,"il06","il06-3",0.8239,0.4563,NA,NA
14924,"il06","il06-3",1.2203,1.0363,NA,NA
14925,"il06","il06-3",0.9884,0.8092,NA,NA
14926,"il06","il06-3",0.8516,0.9044,NA,NA
14927,"il06","il06-3",0.8249,1.79,NA,NA
14928,"il06","il06-3",0.76,0.5287,NA,NA
14929,"il06","il06-3",0.8966,0.5561,NA,NA
14930,"il06","il06-3",0.5886,0.572,NA,NA
14931,"il06","il06-3",0.9373,0.9077,NA,NA
14932,"il06","il06-3",1.352,0.9034,NA,NA
14933,"il06","il06-3",0.5538,0.3772,NA,NA
14934,"il06","il06-3",0.8913,0.5761,NA,NA
14935,"il06","il06-3",0.9222,0.7414,NA,NA
14936,"il06","il06-3",1.2203,1.0215,NA,NA
14937,"il06","il06-3",0.6587,0.4411,NA,NA
14938,"il06","il06-3",1.0144,1.5491,NA,NA
14939,"il06","il06-3",1.4454,1.5704,NA,NA
14940,"il06","il06-3",0.563,0.4536,NA,NA
14941,"il06","il06-3",1.3282,0.8816,NA,NA
14942,"il06","il06-3",0.9129,0.9768,NA,NA
14943,"il06","il06-3",1.2628,0.8445,NA,NA
14944,"il06","il06-3",1.2421,1.0985,NA,NA
14945,"il06","il06-3",1.2203,0.9806,NA,NA
14946,"il06","il06-3",0.847,0.6385,NA,NA
14947,"il06","il06-3",1.0236,0.6006,NA,NA
14948,"il06","il06-3",0.7024,0.7215,NA,NA
14949,"il06","il06-3",0.9166,0.7165,NA,NA
14950,"il06","il06-3",0.8286,1.5389,NA,NA
14951,"il06","il06-3",1.4845,1.1581,NA,NA
14952,"il06","il06-3",1.4845,1.101,NA,NA
14953,"il06","il06-3",1.2001,1.5778,NA,NA
14954,"il06","il06-3",0.9771,4.4863,NA,NA
14955,"il06","il06-3",1.4626,1.0912,NA,NA
14956,"il06","il06-3",0.7681,1.9425,NA,NA
14957,"il06","il06-3",0.7289,0.3937,NA,NA
14958,"il06","il06-3",1.2588,2.1444,NA,NA
14959,"il06","il06-3",0.8768,0.486,NA,NA
14960,"il06","il06-3",1.0625,1.3077,NA,NA
14961,"il06","il06-3",0.6885,2.185,NA,NA
14962,"il06","il06-3",0.9983,2.1417,NA,NA
14963,"il06","il06-3",1.4626,1.2143,NA,NA
14964,"il06","il06-3",0.9002,0.5273,NA,NA
14965,"il06","il06-3",1.1012,0.6489,NA,NA
14966,"il06","il06-3",1.1033,0.6787,NA,NA
14967,"il06","il06-3",0.7289,0.3937,NA,NA
14968,"il12","il12-1",0.6954,0.3,NA,NA
14969,"il12","il12-1",0.7262,0.386,NA,NA
14970,"il12","il12-1",1.6057,1.1433,NA,NA
14971,"il12","il12-1",2.0738,1.4319,NA,NA
14972,"il12","il12-1",1.2186,0.7918,NA,NA
14973,"il12","il12-1",0.8296,0.4194,NA,NA
14974,"il12","il12-1",1.9561,2.207,NA,NA
14975,"il12","il12-1",1.3989,1.2535,NA,NA
14976,"il12","il12-1",0.7375,2.3621,NA,NA
14977,"il12","il12-1",0.6916,0.3185,NA,NA
14978,"il12","il12-1",0.5521,0.1723,NA,NA
14979,"il12","il12-1",0.5916,0.3313,NA,NA
14980,"il12","il12-1",1.4965,0.7357,NA,NA
14981,"il12","il12-1",0.7375,2.4132,NA,NA
14982,"il12","il12-1",1.1965,0.57,NA,NA
14983,"il12","il12-1",0.7245,0.3129,NA,NA
14984,"il12","il12-1",1.3788,0.819,NA,NA
14985,"il12","il12-1",0.9197,0.5168,NA,NA
14986,"il12","il12-1",0.9286,0.4725,NA,NA
14987,"il12","il12-1",1.6685,1.1959,NA,NA
14988,"il12","il12-1",1.022,0.6217,NA,NA
14989,"il12","il12-1",0.749,0.3477,NA,NA
14990,"il12","il12-1",0.7961,0.7741,NA,NA
14991,"il12","il12-1",0.9228,0.3649,NA,NA
14992,"il12","il12-1",0.9529,0.6162,NA,NA
14993,"il12","il12-1",1.0367,0.4789,NA,NA
14994,"il12","il12-1",1.279,0.4766,NA,NA
14995,"il12","il12-1",1.4551,4.3075,NA,NA
14996,"il12","il12-1",1.629,6.084,NA,NA
14997,"il12","il12-1",0.6676,0.2528,NA,NA
14998,"il12","il12-1",0.5108,0.1881,NA,NA
14999,"il12","il12-1",1.039,0.6396,NA,NA
15000,"il12","il12-1",0.7901,0.4629,NA,NA
15001,"il12","il12-1",0.8704,0.5029,NA,NA
15002,"il12","il12-1",0.5942,0.9757,NA,NA
15003,"il12","il12-1",0.5108,0.1734,NA,NA
15004,"il12","il12-1",1.4997,0.9816,NA,NA
15005,"il12","il12-1",0.9771,0.5388,NA,NA
15006,"il12","il12-1",0.6916,0.3055,NA,NA
15007,"il12","il12-1",2.0607,9.4763,NA,NA
15008,"il12","il12-1",0.9228,0.3465,NA,NA
15009,"il12","il12-1",1.6125,1.1865,NA,NA
15010,"il12","il12-1",0.4471,0.1482,NA,NA
15011,"il12","il12-1",0.5551,0.1712,NA,NA
15012,"il12","il12-1",0.9155,0.4253,NA,NA
15013,"il12","il12-1",0.5456,0.253,NA,NA
15014,"il12","il12-1",1.7758,1.8462,NA,NA
15015,"il12","il12-1",1.2673,0.5997,NA,NA
15016,"il12","il12-1",0.674,0.2231,NA,NA
15017,"il12","il12-1",1.063,0.5,NA,NA
15018,"il12","il12-1",1.0481,0.4337,NA,NA
15019,"il12","il12-1",0.7136,0.3761,NA,NA
15020,"il12","il12-1",1.3576,3.4372,NA,NA
15021,"il12","il12-1",0.411,0.1621,NA,NA
15022,"il12","il12-1",1.1423,0.9214,NA,NA
15023,"il12","il12-1",0.4588,0.1854,NA,NA
15024,"il12","il12-1",0.8557,0.4442,NA,NA
15025,"il12","il12-1",0.8129,0.4632,NA,NA
15026,"il12","il12-1",1.18,0.833,NA,NA
15027,"il12","il12-1",0.8223,0.3939,NA,NA
15028,"il12","il12-1",0.4492,0.1486,NA,NA
15029,"il12","il12-1",0.4704,0.2021,NA,NA
15030,"il12","il12-1",0.9228,0.34,NA,NA
15031,"il12","il12-1",1.2594,5.0142,NA,NA
15032,"il12","il12-1",1.6204,2.198,NA,NA
15033,"il12","il12-1",1.475,0.4784,NA,NA
15034,"il12","il12-1",0.8704,0.488,NA,NA
15035,"il12","il12-1",0.7262,0.4329,NA,NA
15036,"il12","il12-1",0.8342,0.5828,NA,NA
15037,"il12","il12-1",0.9588,0.3165,NA,NA
15038,"il12","il12-1",0.5471,0.2299,NA,NA
15039,"il12","il12-1",1.1702,0.4887,NA,NA
15040,"il12","il12-1",0.9628,1.738,NA,NA
15041,"il12","il12-1",0.8129,0.4624,NA,NA
15042,"il12","il12-1",1.6577,1.228,NA,NA
15043,"il12","il12-1",0.9944,0.6155,NA,NA
15044,"il12","il12-1",1.5713,1.1724,NA,NA
15045,"il12","il12-1",0.4471,0.1503,NA,NA
15046,"il12","il12-1",1.1042,0.3424,NA,NA
15047,"il12","il12-1",0.7241,0.6114,NA,NA
15048,"il12","il12-1",0.9554,0.5117,NA,NA
15049,"il12","il12-1",1.0516,0.6297,NA,NA
15050,"il12","il12-1",0.411,0.1667,NA,NA
15051,"il12","il12-1",2.3408,1.2465,NA,NA
15052,"il12","il12-1",0.6357,0.3218,NA,NA
15053,"il12","il12-1",0.4588,0.1839,NA,NA
15054,"il12","il12-1",0.6954,0.28,NA,NA
15055,"il12","il12-1",0.674,0.2289,NA,NA
15056,"il12","il12-1",0.8269,0.2332,NA,NA
15057,"il12","il12-1",1.1963,6.6109,NA,NA
15058,"il12","il12-1",0.4588,0.1896,NA,NA
15059,"il12","il12-1",0.953,0.7067,NA,NA
15060,"il12","il12-1",1.1162,0.6338,NA,NA
15061,"il12","il12-1",1.2527,1.1488,NA,NA
15062,"il12","il12-1",1.3006,0.7977,NA,NA
15063,"il12","il12-1",0.7806,1.8709,NA,NA
15064,"il12","il12-1",0.6122,0.2303,NA,NA
15065,"il12","il12-1",0.6878,0.3194,NA,NA
15066,"il12","il12-1",1.2287,0.667,NA,NA
15067,"il12","il12-1",1.4195,0.8065,NA,NA
15068,"il12","il12-1",0.8946,0.3685,NA,NA
15069,"il12","il12-1",0.5828,0.4487,NA,NA
15070,"il12","il12-1",0.8586,0.3346,NA,NA
15071,"il12","il12-1",0.6122,0.2188,NA,NA
15072,"il12","il12-1",0.5179,0.2079,NA,NA
15073,"il12","il12-1",0.8342,0.5841,NA,NA
15074,"il12","il12-1",1.3989,1.2358,NA,NA
15075,"il12","il12-1",0.4588,0.1852,NA,NA
15076,"il12","il12-1",0.5696,0.2125,NA,NA
15077,"il12","il12-1",0.9228,0.3428,NA,NA
15078,"il12","il12-1",1.3818,0.7211,NA,NA
15079,"il12","il12-1",1.4817,4.3054,NA,NA
15080,"il12","il12-1",0.9521,0.4601,NA,NA
15081,"il12","il12-1",1.5252,1.4462,NA,NA
15082,"il12","il12-1",1.0369,0.6365,NA,NA
15083,"il12","il12-1",0.9014,0.4923,NA,NA
15084,"il12","il12-1",0.749,0.3486,NA,NA
15085,"il12","il12-1",0.6607,0.2347,NA,NA
15086,"il12","il12-1",0.6916,0.3199,NA,NA
15087,"il12","il12-1",0.6659,0.371,NA,NA
15088,"il12","il12-1",0.8415,0.5203,NA,NA
15089,"il12","il12-1",0.8129,0.4703,NA,NA
15090,"il12","il12-1",0.8704,0.5563,NA,NA
15091,"il12","il12-1",0.8704,0.4933,NA,NA
15092,"il12","il12-1",0.947,0.4657,NA,NA
15093,"il12","il12-1",1.1427,0.5529,NA,NA
15094,"il12","il12-1",1.0103,0.3913,NA,NA
15095,"il12","il12-1",0.6195,0.2581,NA,NA
15096,"il12","il12-1",0.5935,0.2219,NA,NA
15097,"il12","il12-1",0.9076,0.5417,NA,NA
15098,"il12","il12-1",0.6357,0.3214,NA,NA
15099,"il12","il12-1",1.1295,0.4175,NA,NA
15100,"il12","il12-1",1.0052,5.5778,NA,NA
15101,"il12","il12-1",1.1088,1.6479,NA,NA
15102,"il12","il12-1",0.9251,0.9503,NA,NA
15103,"il12","il12-1",1.9653,3.0577,NA,NA
15104,"il12","il12-1",0.6875,0.35,NA,NA
15105,"il12","il12-1",1.7762,7.4615,NA,NA
15106,"il12","il12-1",0.7443,0.9715,NA,NA
15107,"il12","il12-1",0.6506,0.6058,NA,NA
15108,"il12","il12-1",0.4588,0.1969,NA,NA
15109,"il12","il12-1",0.8313,0.4657,NA,NA
15110,"il12","il12-1",1.0481,0.4947,NA,NA
15111,"il12","il12-1",1.4727,0.8548,NA,NA
15112,"il12","il12-1",1.3375,8.017,NA,NA
15113,"il12","il12-1",0.9768,5.2797,NA,NA
15114,"il12","il12-1",0.7969,0.3661,NA,NA
15115,"il12","il12-1",1.4195,0.7925,NA,NA
15116,"il12","il12-1",0.6651,0.1601,NA,NA
15117,"il12","il12-1",1.4036,0.7528,NA,NA
15118,"il12","il12-1",1.0358,0.4049,NA,NA
15119,"il12","il12-1",0.9944,0.6614,NA,NA
15120,"il12","il12-1",1.0524,0.3161,NA,NA
15121,"il12","il12-1",0.5645,0.2202,NA,NA
15122,"il12","il12-1",0.7914,1.4104,NA,NA
15123,"il12","il12-1",1.1044,0.456,NA,NA
15124,"il12","il12-1",1.1423,0.9736,NA,NA
15125,"il12","il12-1",1.5747,1.4177,NA,NA
15126,"il12","il12-1",0.8013,0.3236,NA,NA
15127,"il12","il12-1",0.9529,0.5547,NA,NA
15128,"il12","il12-1",0.7356,1.1919,NA,NA
15129,"il12","il12-1",1.7066,3.7373,NA,NA
15130,"il12","il12-1",0.5316,0.2033,NA,NA
15131,"il12","il12-1",2.1443,1.656,NA,NA
15132,"il12","il12-1",0.6994,0.2759,NA,NA
15133,"il12","il12-1",1.5747,1.5459,NA,NA
15134,"il12","il12-1",0.5627,0.2462,NA,NA
15135,"il12","il12-1",0.8704,0.5625,NA,NA
15136,"il12","il12-1",1.9315,3.3308,NA,NA
15137,"il12","il12-1",1.3755,0.8903,NA,NA
15138,"il12","il12-1",0.5074,0.2004,NA,NA
15139,"il12","il12-1",1.0367,0.4783,NA,NA
15140,"il12","il12-1",1.0481,0.4395,NA,NA
15141,"il12","il12-1",1.3026,0.4761,NA,NA
15142,"il12","il12-1",1.4727,0.9144,NA,NA
15143,"il12","il12-1",0.6388,2.2747,NA,NA
15144,"il12","il12-1",1.4727,0.9015,NA,NA
15145,"il12","il12-1",1.6656,4.6332,NA,NA
15146,"il12","il12-1",0.7699,0.247,NA,NA
15147,"il12","il12-1",0.6174,0.4256,NA,NA
15148,"il12","il12-1",0.7582,0.2984,NA,NA
15149,"il12","il12-1",1.6125,1.486,NA,NA
15150,"il12","il12-1",0.5521,0.1724,NA,NA
15151,"il12","il12-1",0.947,0.4504,NA,NA
15152,"il12","il12-1",0.411,0.163,NA,NA
15153,"il12","il12-1",1.022,0.6564,NA,NA
15154,"il12","il12-1",0.6954,0.2776,NA,NA
15155,"il12","il12-1",0.8415,0.4954,NA,NA
15156,"il12","il12-1",0.8845,0.4103,NA,NA
15157,"il12","il12-1",0.6146,0.1848,NA,NA
15158,"il12","il12-1",0.6195,0.2595,NA,NA
15159,"il12","il12-1",1.4727,0.8368,NA,NA
15160,"il12","il12-1",0.9768,3.8613,NA,NA
15161,"il12","il12-1",0.9394,0.4927,NA,NA
15162,"il12","il12-1",0.7699,0.2877,NA,NA
15163,"il12","il12-1",0.9394,0.4878,NA,NA
15164,"il12","il12-1",1.4386,3.1318,NA,NA
15165,"il12","il12-1",0.6761,1.0041,NA,NA
15166,"il12","il12-1",0.7901,0.3574,NA,NA
15167,"il12","il12-1",1.4115,1.0029,NA,NA
15168,"il12","il12-1",2.0969,2.2669,NA,NA
15169,"il12","il12-1",1.022,0.4111,NA,NA
15170,"il12","il12-1",1.3722,0.6873,NA,NA
15171,"il12","il12-1",0.8482,0.3905,NA,NA
15172,"il12","il12-1",0.5316,0.2022,NA,NA
15173,"il12","il12-1",0.9256,0.3995,NA,NA
